21.45,51.23,-19.52,0.43,0.15,0.89
8.34,48.85,-20.67,0.68,0.02,0.73
7.15,46.46,-21.82,0.59,0.26,0.76
10.72,39.32,-28.71,0.52,0.45,0.73
13.11,36.93,-28.71,0.39,0.41,0.82
15.49,36.93,-27.56,0.43,0.47,0.77
25.02,33.36,-27.56,0.46,0.59,0.66
34.55,32.17,-24.12,0.51,0.61,0.60
41.70,32.17,-22.97,0.36,0.87,0.33
51.23,28.59,-14.93,0.20,0.97,-0.13
60.76,21.45,-2.30,0.27,0.95,-0.12
69.10,15.49,11.48,0.40,0.91,-0.13
69.10,14.30,27.56,0.45,0.64,-0.62
65.53,13.11,47.09,0.55,0.48,-0.69
51.23,17.87,55.13,0.70,0.15,-0.69
35.74,30.98,64.31,0.76,-0.19,-0.62
15.49,44.08,62.02,0.80,-0.41,-0.43
-4.77,44.08,57.42,0.68,-0.66,-0.31
-22.64,40.51,50.53,0.45,-0.85,-0.28
-35.74,22.64,45.94,0.40,-0.91,0.07
-40.51,1.19,34.45,0.08,-0.98,0.21
-40.51,-5.96,27.56,-0.38,-0.92,0.01
-38.13,-14.30,10.34,0.13,-0.93,0.34
-27.40,-16.68,-10.34,-0.10,-0.86,0.50
-11.91,-15.49,-25.27,-0.02,-0.47,0.88
5.96,-13.11,-29.86,-0.31,-0.32,0.89
23.83,-5.96,-34.45,-0.23,-0.05,0.97
36.93,8.34,-28.71,-0.02,0.39,0.92
50.04,22.64,-20.67,0.14,0.73,0.67
53.61,39.32,-2.30,0.27,0.89,0.38
52.42,50.04,1.15,0.50,0.86,0.06
40.51,53.61,-5.74,0.83,0.54,0.15
28.59,42.89,-21.82,0.86,0.22,0.45
29.79,30.98,-26.41,0.67,0.40,0.62
29.79,23.83,-27.56,0.65,-0.01,0.75
30.98,28.59,-25.27,0.55,0.24,0.79
32.17,32.17,-25.27,0.78,0.08,0.62
23.83,47.66,-16.08,0.83,-0.33,0.45
9.53,53.61,-6.89,0.77,-0.56,0.31
-5.96,61.95,1.15,0.68,-0.72,0.06
-13.11,60.76,18.37,0.66,-0.71,-0.24
-13.11,57.19,32.16,0.77,-0.38,-0.51
15.49,57.19,42.49,0.77,0.18,-0.61
51.23,44.08,37.90,0.30,0.52,-0.80
66.72,13.11,37.90,-0.16,0.67,-0.73
64.34,-10.72,43.64,-0.18,0.62,-0.76
54.80,-16.68,49.38,0.07,0.21,-0.97
39.32,-10.72,64.31,-0.04,-0.14,-0.99
16.68,10.72,74.65,0.56,-0.22,-0.80
-3.57,29.79,66.61,0.66,-0.50,-0.56
-16.68,41.70,53.98,0.69,-0.69,-0.21
-23.83,45.27,45.94,0.65,-0.76,-0.02
-28.59,44.08,35.60,0.62,-0.78,0.05
-33.36,40.51,25.27,0.51,-0.81,0.29
-32.17,44.08,21.82,0.45,-0.77,0.44
-35.74,41.70,13.78,0.34,-0.79,0.51
-34.55,34.55,1.15,0.33,-0.73,0.59
-29.79,28.59,-11.48,0.12,-0.64,0.76
-23.83,17.87,-19.52,-0.26,-0.37,0.89
-13.11,5.96,-28.71,-0.45,-0.22,0.86
-3.57,-5.96,-28.71,-0.64,-0.08,0.77
9.53,-13.11,-26.41,-0.75,0.17,0.64
26.21,-21.45,-21.82,-0.81,0.46,0.35
39.32,-26.21,-17.23,-0.67,0.67,0.30
48.85,-25.02,-12.63,-0.64,0.74,0.22
52.42,-21.45,-8.04,-0.55,0.83,0.06
59.57,-20.25,-5.74,-0.57,0.82,0.01
58.38,-23.83,-3.45,-0.64,0.77,0.01
54.80,-32.17,10.34,-0.49,0.82,-0.29
53.61,-33.36,20.67,-0.56,0.75,-0.34
50.04,-32.17,33.30,-0.46,0.57,-0.68
45.27,-32.17,42.49,-0.45,0.49,-0.74
38.13,-32.17,50.53,-0.40,0.36,-0.84
32.17,-22.64,60.87,-0.05,0.13,-0.99
16.68,-7.15,72.35,0.32,-0.08,-0.94
7.15,1.19,72.35,0.50,-0.25,-0.83
-5.96,22.64,67.76,0.66,-0.38,-0.65
-19.06,35.74,55.13,0.81,-0.43,-0.39
-22.64,47.66,44.79,0.77,-0.63,-0.07
-27.40,45.27,29.86,0.75,-0.66,0.09
-30.98,41.70,13.78,0.54,-0.60,0.59
-30.98,44.08,4.59,0.33,-0.59,0.73
-30.98,40.51,-1.15,0.49,-0.71,0.50
-28.59,34.55,-9.19,0.13,-0.40,0.91
-22.64,29.79,-17.23,0.06,-0.61,0.79
-15.49,19.06,-24.12,-0.11,-0.35,0.93
-1.19,-4.77,-29.86,-0.73,-0.12,0.67
9.53,-17.87,-22.97,-0.85,0.06,0.52
25.02,-28.59,-19.52,-0.93,0.15,0.33
39.32,-38.13,-8.04,-0.93,0.34,0.12
42.89,-40.51,4.59,-0.87,0.49,-0.04
47.66,-41.70,14.93,-0.89,0.30,-0.36
36.93,-44.08,34.45,-0.67,0.07,-0.74
28.59,-41.70,47.09,-0.78,-0.09,-0.62
20.25,-47.66,37.90,-0.93,-0.12,-0.36
25.02,-51.23,17.23,-0.92,-0.27,0.27
23.83,-39.32,-6.89,-0.64,-0.43,0.63
21.45,-14.30,-29.86,-0.26,-0.54,0.80
10.72,25.02,-33.30,0.25,-0.61,0.75
-1.19,46.46,-14.93,0.63,-0.36,0.68
-8.34,56.00,-4.59,0.72,-0.23,0.65
-4.77,60.76,4.59,0.80,-0.30,0.52
2.38,64.34,17.23,0.96,-0.03,0.29
3.57,61.95,32.16,0.95,0.30,0.05
9.53,59.57,43.64,0.86,0.43,-0.27
10.72,47.66,56.27,0.59,0.39,-0.70
15.49,27.40,68.91,0.08,0.46,-0.88
9.53,3.57,72.35,-0.43,0.19,-0.89
-4.77,-20.25,59.72,-0.72,0.09,-0.69
-10.72,-28.59,52.83,-0.90,-0.06,-0.42
-17.87,-26.21,52.83,-0.84,-0.38,-0.39
-29.79,-25.02,39.05,-0.81,-0.28,-0.52
-27.40,-25.02,34.45,-0.83,-0.43,-0.35
-34.55,-17.87,26.41,-0.82,-0.57,-0.02
-36.93,-17.87,17.23,-0.77,-0.62,0.12
-34.55,-16.68,9.19,-0.55,-0.61,0.57
-32.17,-22.64,5.74,-0.81,-0.59,0.07
-32.17,-22.64,6.89,-0.78,-0.56,-0.30
-33.36,-22.64,6.89,-0.34,-0.88,-0.32
-32.17,-14.30,3.45,0.37,-0.93,-0.03
-35.74,2.38,0.00,0.42,-0.84,-0.33
-33.36,16.68,-1.15,0.58,-0.80,-0.16
-32.17,25.02,-5.74,0.67,-0.71,0.19
-22.64,28.59,-9.19,0.94,-0.30,0.18
-19.06,26.21,-16.08,0.56,-0.47,0.68
-19.06,22.64,-17.23,0.65,-0.41,0.65
-19.06,25.02,-19.52,0.48,-0.22,0.85
-10.72,34.55,-21.82,0.57,-0.06,0.82
-1.19,35.74,-26.41,0.38,0.15,0.91
5.96,27.40,-28.71,0.19,0.14,0.97
3.57,20.25,-31.01,-0.02,0.01,1.00
4.77,8.34,-32.16,-0.17,-0.07,0.98
-1.19,5.96,-31.01,-0.32,-0.07,0.94
-2.38,-1.19,-31.01,-0.48,-0.14,0.86
0.00,-2.38,-28.71,-0.60,-0.42,0.68
-2.38,-2.38,-28.71,0.04,0.12,0.99
1.19,5.96,-32.16,-0.08,0.09,0.99
2.38,19.06,-32.16,0.30,0.19,0.93
-8.34,35.74,-22.97,0.66,-0.07,0.75
-11.91,45.27,-11.48,0.51,-0.35,0.79
-9.53,51.23,-9.19,0.65,-0.14,0.75
-4.77,56.00,0.00,0.71,-0.27,0.65
7.15,61.95,12.63,0.87,-0.18,0.46
14.30,65.53,31.01,0.92,0.10,0.37
15.49,53.61,50.53,0.95,0.26,-0.15
10.72,39.32,59.72,0.58,0.35,-0.74
